Trial no.	Method 1	Method 2	Method 3	Method 4	Method 5	Method 6	Method 7	Method 8	Real contrib
0		-0.000239	0.009830	0.000171	0.021872	0.010998	0.008712	0.024712	0.016711	0.975610
1		0.017836	0.022351	0.016148	0.025796	0.020961	0.041409	0.025243	0.033327	0.975610
2		-0.018502	-0.040801	-0.018050	-0.064200	-0.041076	-0.055053	-0.067930	-0.061491	1.073171
3		0.002754	0.012700	0.003537	0.022953	0.013224	0.010437	0.024769	0.017602	0.975610
0		-0.053871	-0.076518	-0.055009	-0.074141	-0.064571	-0.078247	-0.073348	-0.075800	1.081081
1		-0.030240	-0.018196	-0.030063	-0.064219	-0.047133	-0.020782	-0.073149	-0.046940	1.081081
2		0.066986	0.083080	0.070933	0.139666	0.105284	0.077234	0.148935	0.113048	0.864865
3		0.033914	0.031389	0.031474	0.029586	0.030530	0.041380	0.030388	0.035890	0.972973
0		-0.013379	0.025557	-0.013672	-0.002389	-0.008048	0.034057	0.004921	0.019519	1.000000
1		-0.016147	-0.020570	-0.015233	0.081843	0.033151	-0.009980	0.095841	0.042822	0.900000
2		0.050925	0.030559	0.051866	0.006364	0.029187	0.013126	0.004730	0.008937	1.000000
3		-0.020921	-0.034184	-0.022260	-0.070577	-0.046342	-0.034729	-0.087189	-0.060905	1.100000
0		0.034197	0.003349	0.034217	0.104381	0.069368	0.007568	0.099389	0.053405	0.900000
1		0.035414	-0.003496	0.032483	-0.003875	0.014269	0.000578	0.003244	0.001909	1.000000
2		-0.076887	-0.032336	-0.076302	-0.083514	-0.079915	-0.032088	-0.087991	-0.059994	1.100000
3		0.018385	0.036051	0.020654	0.001798	0.011207	0.027907	0.004096	0.016020	1.000000
0		-0.036967	-0.005934	-0.036346	-0.089055	-0.062737	-0.025811	-0.132164	-0.078859	1.157895
1		0.026389	-0.000109	0.026716	0.052633	0.039693	0.003990	0.052771	0.028322	0.947368
2		0.033671	0.006789	0.032108	0.047865	0.039997	0.014350	0.054489	0.034371	0.947368
3		-0.014878	0.000572	-0.014401	0.008348	-0.003011	0.013206	0.054273	0.033690	0.947368
0		-0.011476	0.014073	-0.008783	0.090413	0.040514	0.033223	0.103475	0.068303	0.900000
1		0.029925	-0.002523	0.028059	-0.079819	-0.025553	-0.016719	-0.088509	-0.052567	1.100000
2		-0.044660	-0.009735	-0.042939	-0.007941	-0.025546	-0.012808	0.001516	-0.005655	1.000000
3		0.022071	-0.000156	0.019979	0.014371	0.017192	0.001298	0.002716	0.002006	1.000000
0		-0.005046	0.013058	-0.004393	-0.002443	-0.003418	0.012524	0.000536	0.006531	1.000000
1		0.026510	0.027964	0.026993	0.004844	0.015915	0.025726	0.000367	0.013049	1.000000
2		-0.007953	-0.033160	-0.010390	-0.000558	-0.005472	-0.021988	-0.000611	-0.011301	1.000000
3		-0.013511	-0.007861	-0.012211	-0.001843	-0.007026	-0.016262	-0.000292	-0.008279	1.000000
0		0.005738	-0.003416	0.006413	0.002454	0.004436	-0.008468	-0.000109	-0.004289	1.000000
1		-0.029146	-0.005917	-0.028670	-0.007584	-0.018140	-0.002290	0.000016	-0.001137	1.000000
2		0.000060	0.008206	0.001176	0.002662	0.001918	0.005147	0.000056	0.002601	1.000000
3		0.023348	0.001127	0.021081	0.002468	0.011786	0.005611	0.000036	0.002824	1.000000
0		-0.022270	0.009675	-0.021575	-0.014493	-0.018049	0.012666	-0.014119	-0.000675	1.025641
1		0.004303	-0.032235	0.004540	0.092517	0.048343	-0.034374	0.066668	0.015952	0.923077
2		0.029938	0.017290	0.028555	-0.092448	-0.031691	0.003975	-0.106791	-0.051195	1.128205
3		-0.016150	0.000354	-0.015467	0.036578	0.010446	0.015443	0.079542	0.047369	0.923077
0		0.041906	0.005043	0.040100	0.077805	0.058928	0.014460	0.069634	0.042014	0.930233
1		-0.020179	-0.034343	-0.023351	-0.088024	-0.055645	-0.032463	-0.102046	-0.067213	1.116279
2		-0.068862	-0.027118	-0.067251	-0.044350	-0.055815	-0.028216	-0.020854	-0.024539	1.023256
3		0.058058	0.065999	0.061897	0.076609	0.069243	0.055533	0.075762	0.065635	0.930233
0		0.045964	0.054203	0.046002	0.009384	0.027718	0.049378	-0.023178	0.013134	1.025641
1		-0.071502	-0.037287	-0.069816	-0.048998	-0.059422	-0.044130	-0.024902	-0.034525	1.025641
2		-0.004508	-0.046692	-0.006920	-0.022302	-0.014600	-0.040397	-0.024451	-0.032431	1.025641
3		0.033385	0.033085	0.034149	0.068797	0.051449	0.039054	0.080590	0.059802	0.923077
0		-0.024600	-0.058985	-0.028014	-0.019827	-0.023931	-0.052144	-0.025523	-0.038846	1.025641
1		-0.017819	0.020948	-0.015048	0.051958	0.018366	0.024048	0.078986	0.051492	0.923077
2		0.011987	0.002400	0.011873	-0.016881	-0.002466	-0.001916	-0.022352	-0.012125	1.025641
3		0.028650	0.037731	0.029683	-0.010054	0.009867	0.032417	-0.023213	0.004628	1.025641
0		0.005147	-0.044935	0.000471	-0.001287	-0.000409	-0.037698	-0.002197	-0.019958	1.000000
1		-0.003463	-0.001883	-0.003508	-0.002412	-0.002960	0.001659	0.001229	0.001444	1.000000
2		0.017575	0.053172	0.019252	0.009333	0.014289	0.054890	0.001146	0.028033	1.000000
3		-0.019260	-0.006355	-0.016215	-0.005634	-0.010921	-0.018850	-0.000178	-0.009519	1.000000
0		0.005197	0.012560	0.004795	0.029686	0.017170	0.020665	0.025979	0.023320	0.975610
1		0.019471	0.006461	0.020025	-0.057523	-0.018529	-0.014404	-0.067063	-0.040718	1.073171
2		0.022024	0.013363	0.021417	0.035892	0.028613	0.015324	0.025621	0.020470	0.975610
3		-0.048639	-0.033030	-0.048240	-0.002302	-0.025402	-0.020145	0.022169	0.000999	0.975610
0		-0.005507	0.035588	-0.004217	0.005874	0.000807	0.028304	0.007206	0.017783	1.000000
1		0.028382	-0.015787	0.026366	0.008754	0.017598	-0.022475	0.002646	-0.009947	1.000000
2		-0.004233	-0.000682	-0.003291	-0.062929	-0.032980	0.000380	-0.086204	-0.042800	1.100000
3		-0.020243	-0.021167	-0.020589	0.060659	0.019858	-0.006942	0.094414	0.043605	0.900000
0		-0.043139	-0.020894	-0.043420	-0.097367	-0.070500	-0.041255	-0.187475	-0.113960	1.244444
1		0.047350	0.015035	0.047201	0.014693	0.030883	0.006869	0.031326	0.019030	0.977778
2		-0.017482	0.009323	-0.016465	0.016827	0.000247	0.016159	0.110920	0.063277	0.888889
3		0.025793	0.003390	0.025331	0.103325	0.064482	0.034041	0.117085	0.075333	0.888889
0		-0.062630	-0.017027	-0.060180	0.169711	0.052415	0.043406	0.364194	0.200897	0.648649
1		-0.019696	0.003660	-0.017828	-0.131855	-0.073676	-0.034073	-0.200754	-0.115905	1.297297
2		0.031824	-0.003086	0.031049	0.070692	0.050465	-0.006534	0.057521	0.024914	0.972973
3		0.032572	0.008601	0.029558	-0.007223	0.011543	0.020724	-0.029381	-0.003875	1.081081
0		0.014769	-0.013130	0.013149	0.006171	0.009666	-0.006240	0.000333	-0.002954	1.000000
1		0.011216	-0.029219	0.009963	0.003464	0.006719	-0.034295	-0.001376	-0.017840	1.000000
2		-0.028044	0.017326	-0.026974	-0.015019	-0.021007	0.019124	0.000539	0.009834	1.000000
3		0.002059	0.025022	0.003863	0.005384	0.004622	0.021411	0.000504	0.010960	1.000000
0		0.023287	0.007452	0.023901	0.120878	0.072177	0.009613	0.098335	0.053817	0.900000
1		-0.089465	-0.077248	-0.089223	-0.036097	-0.062776	-0.062125	-0.004076	-0.033203	1.000000
2		-0.003500	0.012114	-0.003044	0.007734	0.002321	0.012021	0.008465	0.010249	1.000000
3		0.065461	0.053115	0.064323	-0.073115	-0.004095	0.037684	-0.084446	-0.023165	1.100000
0		0.028850	-0.015699	0.025716	0.070125	0.047960	-0.001781	0.070089	0.033934	0.930233
1		-0.003972	-0.036688	-0.004810	0.071201	0.033263	-0.029825	0.061802	0.015708	0.930233
2		-0.017713	0.013571	-0.016118	0.035764	0.009869	0.032554	0.079861	0.056063	0.930233
3		-0.005511	0.029858	-0.003683	-0.136224	-0.070071	-0.000729	-0.162887	-0.081311	1.209302
0		-0.025833	0.002711	-0.024100	-0.076808	-0.050473	-0.009720	-0.104416	-0.056776	1.130435
1		0.063617	0.009104	0.059815	0.148283	0.104082	0.028356	0.139341	0.083507	0.869565
2		-0.020980	-0.004042	-0.020889	0.076189	0.027686	0.004871	0.131614	0.067852	0.869565
3		-0.006964	-0.006605	-0.005843	-0.095863	-0.050887	-0.015838	-0.104012	-0.059653	1.130435
0		0.006134	-0.016759	0.002044	-0.034768	-0.016316	0.001798	-0.043115	-0.020577	1.052632
1		-0.006621	0.007100	-0.004081	0.143424	0.069489	0.009007	0.160565	0.084513	0.842105
2		0.020540	0.019255	0.022854	-0.045278	-0.011127	-0.001501	-0.042727	-0.022040	1.052632
3		-0.021377	-0.008176	-0.021633	-0.034694	-0.028148	-0.007503	-0.042610	-0.024993	1.052632
